"","surveys","variable","bvar_int_slp","wvar_int_slp","evar_int_slp","label"
"282","hilda","atwkwms",0.559227218200963,0.0974707462464038,0.343302035552633,"Working Mothers Care More About Success Than Needs Of Children"
"283","hilda","atwkwrl",0.60492515532299,0.0675205491101908,0.327554295566819,"Most Important Role For Women To Be Mother"
"284","hilda","lskeep",0.54893091103829,0.0383220228381421,0.412747066123568,"Most People You Meet Keep Their Word"
"285","hilda","lssop",0.57504134499189,0.0844793995711041,0.340479255437006,"Most People You Meet Succeed By Stepping On Others"
"286","hilda","mcchmf",0.664374732297816,0.0871481134534306,0.248477154248754,"Children Happier With Both Father And Mother"
"287","hilda","mcdef",0.802661856680471,0.0498001435129906,0.147537999806539,"Cohabitation Alright Even Without Marriage Intention"
"288","hilda","mcdiv",0.620510005489707,0.0544951311828559,0.324994863327437,"Divorce Alright Even With Children"
"289","hilda","mchscr",0.760855289591303,0.0746186643730374,0.164526046035659,"Same Rights For Homosexual Couples"
"290","hilda","mcindpc",0.625361737507408,0.110059999947168,0.264578262545423,"Child Should Start Living Independently By 18-20"
"291","hilda","mcmhc",0.658555954304792,0.141853280504085,0.199590765191123,"A Man Has To Have Children In Order To Be Fulfilled"
"292","hilda","mcmoi",0.637708516892619,0.091374343730674,0.270917139376707,"Marriage Is Outdated"
"293","hilda","mcnodiv",0.703090259881005,0.0650826504189804,0.231827089700015,"Marriage Should Never Be Ended"
"294","hilda","mcsingp",0.693146816318391,0.0483134002318271,0.258539783449782,"Alright For Woman To Have Children As Single Parent"
"295","hilda","mcwhc",0.66921267855546,0.123614005664978,0.207173315779562,"A Woman Has To Have Children In Order To Be Fulfilled"
"296","hilda","relimp",0.87462504271682,0.0456939423192119,0.079681014963968,"Importance Of Religion"
"297","psid","cds_bothparentscare",0.545366134963088,0.0369721630042233,0.417661702032689,"Dad Should Be As Involved As Mom"
"298","psid","cds_daddevelopment",0.533440671929198,0.0489684113685597,0.417590916702242,"Dad Large Role In Child Development"
"299","psid","cds_dadoldkidbetter",0.593613632303403,0.106369711016186,0.300016656680411,"Dad Able To Enjoy Older Children More"
"300","psid","cds_dadtooinvolved",0.554944650472677,0.133832716638923,0.3112226328884,"Dad Too Involved If Keeps From Better Job"
"301","psid","cds_daycareok",0.629182078492059,0.121832296059897,0.248985625448044,"Ok To Have Child Under 3 In All-Day Care"
"302","psid","cds_fatherhoodfulfill",0.573253392487396,0.00157447355036244,0.425172133962242,"Dadhood Most Fulfilling Experience"
"303","psid","cds_fatherinteractchild",0.561104537795526,0.00343573128929953,0.435459730915174,"Dads Should Interact With Child"
"304","psid","cds_firstyears",0.594087418240895,0.00377296302294206,0.402139618736163,"First 4 Years Most Import. In Child's Develop."
"305","psid","cds_girlboyequal",0.588713343979377,0.0299531708896392,0.381333485130984,"Encourage As Much Independence In Daughters And Sons"
"306","psid","cds_husbandcareerimport",0.612194066370298,0.0923066258574703,0.295499307772232,"Better Wife Helps Husband Career"
"307","psid","cds_mostimportantchild_1",0.550440751616608,0.0620470782335443,0.387512170149848,"Importance For Child: Obey"
"308","psid","cds_mostimportantchild_3",0.571242933717926,0.000715662946308315,0.428041403335765,"Importance For Child: Think For Herself"
"309","psid","cds_motherfatherequal",0.55972956825404,0.132992705598768,0.307277726147192,"Dad And Mom Equally Good Meeting Kid's Needs"
"310","psid","cds_motherhoodfulfill",0.587255448275276,0.000342511821674218,0.41240203990305,"Momhood Most Fulfilling Experience"
"311","psid","cds_mothernotft",0.668576239516531,0.0954731336159149,0.235950626867554,"Mom With Child Under 5 Shouldn't Work Full-Time"
"312","psid","cds_preschoolsuffer",0.650216019150939,0.0930582365518888,0.256725744297173,"Preschool Child Suffers If Mom Employed"
"313","psid","cds_sharehousehold",0.478537110925779,0.000991341696147508,0.520471547378074,"Husband And Wife In Both Ft Should Share Household"
"314","psid","cds_traditionalbest",0.657973667499196,0.0726554349891995,0.269370897511604,"Better If Man Earns Living"
"315","psid","cds_workingmotherssame",0.547924095920326,0.0295020082081385,0.422573895871535,"Working Mom As Warm As Nonworking Mom"
"316","psid","gettingbetter",0.503579505566332,0.112123397925521,0.384297096508147,"Life Getting Better"
"317","psid","lifesatis",0.533082927261117,0.11271953767796,0.354197535060924,"Life Satisfaction"
"318","psid","likejobormoney",0.462703593176025,0.0949540284774798,0.442342378346496,"Satisfaction About Income Important In Job"
"319","psid","opinionimport",0.561679410981699,0.116052763472796,0.322267825545505,"How Much Does It Matter What Other People Think About You?"
"320","psid","satisfiedself",0.504894454220431,0.138553443279943,0.356552102499625,"Are You More Often Satisfied Or Dissatisfied With Yourself?"
"321","psid","savingspending",0.493344937486399,0.124710466230577,0.381944596283024,"Spend Or Save Money"
"322","psid","tas_belongcommunity",0.55539530967114,0.0883238879501461,0.356280802378714,"Freq. Of Feeling Belonging To Communty"
"323","psid","tas_contributesociety",0.530111115183646,0.0892813012831864,0.380607583533168,"Freq. Of Feeling Contrib To Society"
"324","psid","tas_divorcehurts",0.491839755009653,0.0541598862514909,0.454000358738856,"Divorce Hurts Kids"
"325","psid","tas_divorcesuccess",0.468080498448698,0.0794841804249895,0.452435321126312,"Child From Divorced Family Can Be Successful"
"326","psid","tas_fathertimeoff",0.518032506119463,0.12587532358427,0.356092170296267,"Dads Should Take Time With Young Child"
"327","psid","tas_importrel",0.734539589684751,0.0794236976963946,0.186036712618855,"Importance Of Religion"
"328","psid","tas_importspirit",0.667808786291785,0.0970682092470764,0.235123004461138,"Importance Of Spirituality"
"329","psid","tas_lifesatisfact",0.609907862975308,0.140636427313001,0.24945570971169,"How Satisfied With Life As A Whole"
"330","psid","tas_mothersnodemanding",0.54887545945289,0.110591312150711,0.340533228396399,"Moms Should Have Demandng Job"
"331","psid","tas_peoplearegood",0.542892852916976,0.0964955328770402,0.360611614205983,"Freq. Of Feeling People Basically Good"
"332","psid","tas_religpref0509_2",0.758256048984005,0.034839935109599,0.206904015906397,"Religion: Protestant [2005-09]"
"333","psid","tas_religpref0509_3",0.885832967680289,0.0620010534494165,0.0521659788702941,"Religion: Catholic [2005-09]"
"334","psid","tas_religpref1115_2",0.831089261582816,0.101670255749546,0.0672404826676377,"Religion: Protestant [2011-15]"
"335","psid","tas_religpref1115_3",0.867066944397339,0.024205042793962,0.108728012808699,"Religion: Catholic [2011-15]"
"336","psid","tas_singleparentsok",0.497364517438403,0.089906575942015,0.412728906619582,"Child From Single-Parent Family Can Do As Well"
"337","psid","tas_singleparentsuffer",0.600556035620339,0.100414306063783,0.299029658315878,"Single Parent Hurts Kids"
"338","psid","tas_singlewomenkids",0.505201765843667,0.0718255992820179,0.422972634874315,"Single Women Should Have Kids"
"339","psid","tas_societybetter",0.521341150899818,0.108646346009756,0.370012503090426,"Freq. Of Feeling Society Gettng Better"
"340","psid","tas_societymakessense",0.529095018873363,0.0863770636471393,0.384527917479498,"Feeling Way Society Works Makes Sense"
"341","psid","tas_spritual",0.627454224569745,0.102365804968447,0.270179970461808,"Spiritual Person"
"342","psid","thinkfuture",0.495573025100614,0.131905689170807,0.372521285728578,"Think About Future"
"343","psid","trustothers",0.64504560484767,0.0980757641796647,0.256878630972665,"Trust Most Others"
"344","psid","undeserved",0.547406402810609,0.128355763205212,0.324237833984179,"Are There A Lot Of People Who Have Good Things They Don't Deserve?"
"345","shp","pc70",0.564081453693349,0.0317193018746547,0.404199244431997,"Self-Perception : Incapacity To Make Plans Because Of Unpredictability"
"346","shp","pc71",0.545404309048745,0.103544632755404,0.351051058195851,"Self-Perception : Little Influence On Life Events"
"347","shp","pc72",0.541936596097373,0.00228623594637634,0.45577716795625,"Self-Perception : Capacity To Overcome Unexpected Problems"
"348","shp","pc73",0.59470560418413,0.0180278926098322,0.387266503206038,"Self-Perception : Capacity To Choose Between Two Possibilities"
"349","shp","pc74",0.631368161567176,0.0937547843230964,0.274877054109728,"Self-Perception : Feeling Of Uselessness"
"350","shp","pc75",0.635013268374244,0.00128182774865027,0.363704903877106,"Self-Perception : Feeling Of Selfsatisfaction"
"351","shp","pl101",0.632708480273451,0.0996506464977116,0.267640873228838,"Feeling Of Security (Victimization)"
"352","shp","pn56",0.627340028957624,0.171589803619306,0.20107016742307,"Values: Lying In Own Interest"
"353","shp","pn57",0.627159951028518,0.154203561718499,0.218636487252983,"Values: Cheating On Tax Declaration"
"354","shp","pn58",0.642958796555566,0.157326407749193,0.199714795695241,"Values: Avoiding A Fare On A Public Transport"
"355","shp","pn59",0.502635387341601,0.0245937517977299,0.472770860860669,"Values: Claiming State Benefits Not Entitled To"
"356","shp","pn60",0.668024322687234,0.0835539007657893,0.248421776546977,"Values: Keeping Found Money"
"357","shp","pn61",0.496056784670427,1.84153337856041e-05,0.503924799995787,"Values: Failing To Report Damage To Parked Vehicle"
"358","shp","pp01",0.792297876892944,0.0347406439448479,0.172961479162209,"Interest In Politics"
"359","shp","pp02",0.593885467301877,0.0511306872535747,0.354983845444548,"Overall Satisfaction With Democracy"
"360","shp","pp03",0.555298853960393,0.049081093870073,0.395620052169534,"Feeling About Political Influence"
"361","shp","pp04",0.634743908009932,0.0566699082196412,0.308586183770427,"Trust In Federal Government"
"362","shp","pp07",0.672157465933907,0.0428447800022625,0.284997754063831,"Future: Active In Boycott"
"363","shp","pp08",0.700765353181365,0.046206775158897,0.253027871659738,"Future: Active In Strike"
"364","shp","pp09",0.723253662099681,0.042319156325036,0.234427181575283,"Future: Active In Demonstration"
"365","shp","pp10",0.744691074544182,0.0416252194309787,0.21368370602484,"Political Position: Left, Right"
"366","shp","pp12",0.706841478021372,0.0487857059197616,0.244372816058866,"Opinion On Swiss Army: Direction"
"367","shp","pp13",0.54755900829472,0.0567435496223441,0.395697442082936,"Opinion On Social Expenses: Direction"
"368","shp","pp14",0.64906080712272,0.115466810957323,0.235472381919956,"Opinion On Joining The Eu: Direction"
"369","shp","pp15",0.593157418682461,0.0532359028916591,0.35360667842588,"Opinion On Chances For Foreigners: Direction"
"370","shp","pp16",0.516770963216298,0.0529602321982153,0.430268804585487,"Opinion On Environmental Protection: Direction"
"371","shp","pp17",0.511963340074241,0.0539491576103669,0.434087502315392,"Opinion On Taxes On High Income: Direction"
"372","shp","pp18",0.621929131941673,0.0621999993187564,0.31587086873957,"Opinion On Nuclear Energy: Direction"
"373","shp","pp19_1",0.546935631627561,0.0507225943069826,0.402341774065456,"Party Support: Swiss Radical-Democratic Party"
"374","shp","pp19_3",0.66049568443573,0.0549012382983937,0.284603077265877,"Party Support: Pss Swiss Socialist Party"
"375","shp","pp19_4",0.666264670531217,0.0555557857297023,0.278179543739081,"Party Support: Udc Democratic Union Of The Centre"
"376","shp","pp20",0.53302561481509,0.0499620027864819,0.417012382398428,"Gender: Women In General Penalized"
"377","shp","pp21",0.513273466744168,0.0635262832774113,0.42320024997842,"Gender: Personnally Penalized"
"378","shp","pp22",0.617668263299616,0.0430846567151572,0.339247079985227,"Gender: In Favour Of Measures"
"379","shp","pp23",0.378408893080084,0.0689510848000155,0.5526400221199,"Gender: Personal Action"
"380","shp","pp45",0.64519571468505,0.0408133257554965,0.313990959559453,"General Trust In People"
"381","shp","pp50",0.606453336796163,0.0951378520009954,0.298408811202842,"Class Identification: Yes-No"
"382","shp","pp51",0.789985426134312,0.0978697765521271,0.11214479731356,"Class Identification (Spontanously): Which"
"383","shp","pp52",0.703318580336725,0.145225278024827,0.151456141638448,"Class Identification (Non Spontaneously): Which"
"384","shp","pp53",0.680057275483619,0.00257089023287527,0.317371834283506,"Public Expenses: Protection Of The Environment"
"385","shp","pp54",0.653018155787876,0.110752253369907,0.236229590842217,"Public Expenses: Health"
"386","shp","pp55",0.720225914897613,0.0716141499318398,0.208159935170547,"Public Expenses: Day Nursery"
"387","shp","pp56",0.638879058976917,0.00518384586433662,0.355937095158746,"Public Expenses: Police And Public Order"
"388","shp","pp57",0.586528408662015,0.0844525214545543,0.329019069883431,"Public Expenses: Research And Education"
"389","shp","pp58",0.736473402548742,0.0479809181504924,0.215545679300766,"Public Expenses: Military And Defense"
"390","shp","pp59",0.628761360827323,0.0634513882388071,0.30778725093387,"Public Expenses: Retirement"
"391","shp","pp60",0.720309605623127,0.0650068747157969,0.214683519661076,"Public Expenses: Culture And Art"
"392","shp","pp61",0.623119025155019,0.0223074427885984,0.354573532056383,"Public Expenses: Unemployment Benefit"
"393","shp","pp62",0.687438990331083,0.0876034257921472,0.22495758387677,"Public Expenses: Aid To Developing Countries"
"394","shp","pp63",0.667466884888786,0.00328749545080442,0.32924561966041,"Public Expenses: Social Aid"
"395","shp","pp64",0.624094346825676,0.0630851241867887,0.312820528987535,"Opinion On Joining The Eu: Joining Or Bilateral Agreements"
"396","shp","pp65",0.702437845186161,0.153255500121242,0.144306654692597,"Opinion On Joining The Eu: Continuation Or Dissolution Of Bilateral Agreements"
"397","shp","pp66",0.721902342016711,0.147995640087286,0.130102017896004,"Party Identification: Yes-No"
"398","shp","pp67_2",0.930136078173775,0.0366909246026383,0.0331729972235867,"Party Identification: Swiss Christian-Democrat Party"
"399","shp","pp67_3",0.899568448764378,0.0586644970535153,0.0417670541821073,"Party Identification: Pss Swiss Socialist Party"
"400","shp","pp67_4",0.92822942776067,0.0415975331376529,0.030173039101677,"Party Identification: Udc Democratic Union Of The Centre"
"401","shp","pp68",0.651127948037792,0.00110585389927553,0.347766198062933,"Party Identification: Proximity"
"402","shp","pp69",0.756404834470157,0.0941032963808581,0.149491869148985,"Sympathy Political Party: Liberal Party"
"403","shp","pp70",0.761088784967601,0.0907711890020835,0.148140026030315,"Sympathy Political Party: Christian Democrats"
"404","shp","pp71",0.834733750417225,0.0771079069824254,0.08815834260035,"Sympathy Political Party: Social Democrats"
"405","shp","pp72",0.846071837588093,0.0812518324089798,0.0726763300029273,"Sympathy Political Party: Swiss People's Party"
"406","shp","pp73",0.799582505341174,0.0830833405833173,0.117334154075509,"Sympathy Political Party: Green Party"
"407","shp","pp74",0.642978758160493,0.0501325877550417,0.306888654084466,"Opinion On Federalism: Direction"
"408","shp","pp76",0.749757009702969,0.0232004687155869,0.227042521581444,"Protection Of Environment: Importance"
"409","shp","pp77",0.647874517331076,0.095733587799944,0.25639189486898,"Protection Of Environment: Recycling"
"410","shp","pp78",0.687874884299908,0.186172598327548,0.125952517372545,"Protection Of Environment: Bin Bag Fees"
"411","shp","pp79",0.759184081076938,0.0689969622385696,0.171818956684493,"Protection Of Environment: Organic And Ecological Products"
"412","shp","pp80",0.719879641192444,0.0804839910153347,0.199636367792222,"Protection Of Environment: Purchase Of Fruits And Vegetables"
"413","shp","pr16",0.886721259380115,0.0308258854114305,0.0824528552084549,"Belief In God Or Something Divine"
"414","shp","pr20",0.809469337248431,0.0975893605275117,0.0929413022240576,"Feeling Of Spirituality"
"415","shp","pr21",0.84093827232205,0.0456834928263283,0.113378234851622,"Feeling Of Religiosity"
"416","shp","pr23",0.785281345693234,0.0965437716530074,0.118174882653759,"Attitude Towards Christianism"
"417","shp","pr24",0.759731486958955,0.116995822925177,0.123272690115868,"Attitude Towards Islam"
"418","shp","pr25",0.730521479224785,0.0937963102352222,0.175682210539993,"Attitude Towards Hinduism"
"419","shp","pr26",0.765762518941449,0.100621067529981,0.13361641352857,"Attitude Towards Buddhism"
"420","shp","pr27",0.751296758415934,0.0791239617274191,0.169579279856647,"Attitude Towards Judaism"
"421","shp","pr28",0.721577330422906,0.07577743444981,0.202645235127284,"Attitude Towards Atheism"
"422","soep","plb0104_h",0.54802138087883,0.163234073264434,0.288744545856736,"Importance Of Employment"
"423","soep","plb0528_h",0.637798299885822,0.124994503070973,0.237207197043205,"Priority In Career Choice: Income"
"424","soep","plb0530_h",0.622613157767978,0.0370632974164609,0.340323544815561,"Priority In Career Choice: Status"
"425","soep","plb0531_h",0.674203917496229,0.0447667598536456,0.281029322650125,"Priority In Career Choice: Social Contact"
"426","soep","plb0532_h",0.600288275217621,0.0847575980561038,0.314954126726276,"Priority In Career Choice: Compatibility Of Family And Work"
"427","soep","plc0115",0.582380424821519,0.0634727171364161,0.354146858042065,"Social Security Contributions"
"428","soep","pld0043",0.638574857876647,0.0918840003970373,0.269541141726316,"Freq. Lend Friends Pers. Belongings"
"429","soep","pld0044",0.642653215277391,0.120867558713185,0.236479226009424,"Freq. Lend Friends Money"
"430","soep","pld0045",0.621131841816701,0.0586818258305872,0.320186332352712,"Freq. Leave Door Unlocked"
"431","soep","plh0001",0.625251543697646,0.130221649215184,0.24452680708717,"Democratic Ideal"
"432","soep","plh0004",0.688171366037581,0.0771336227528323,0.234695011209587,"Political Attitude"
"433","soep","plh0007",0.685209251257175,0.0339839626098641,0.280806786132961,"Interest In Politics"
"434","soep","plh0011_h",0.529981554597752,0.0462571783401578,0.42376126706209,"Party Preference: Yes"
"435","soep","plh0012_h1",0.811502040487521,0.0410957002060883,0.147402259306391,"Party Preference: Spd"
"436","soep","plh0012_h2",0.798919855471242,0.0360909329669878,0.16498921156177,"Party Preference: Cdu"
"437","soep","plh0012_h3",0.757727077725538,0.0322346797247972,0.210038242549665,"Party Preference: Csu"
"438","soep","plh0012_h4",0.655689676043932,0.0613951745593079,0.282915149396761,"Party Preference: Fdp"
"439","soep","plh0012_h5",0.755955653440811,0.0497953595909531,0.194248986968236,"Party Preference: The Greens"
"440","soep","plh0012_h6",0.775220236954026,0.0519524414857296,0.172827321560244,"Party Preference: The Left"
"441","soep","plh0013_h",0.489899878718852,0.0495735402358839,0.460526581045264,"Party Preference: Intensity"
"442","soep","plh0014",0.540262605935842,0.166327735932864,0.293409658131294,"Government Interference"
"443","soep","plh0015",0.457966566039806,0.00127246567218886,0.540760968288006,"Extent And Type Of State Powers"
"444","soep","plh0016",0.564442078229405,0.0172818666628621,0.418276055107732,"Financial Security For Family"
"445","soep","plh0017",0.530150256819206,0.0152278597220616,0.454621883458733,"Care For Pre-School Children"
"446","soep","plh0018",0.494979868795016,0.00389543289601152,0.501124698308972,"Care For School Children"
"447","soep","plh0019",0.549126950043943,0.0920410264588049,0.358832023497252,"Financial Security When Unemployed"
"448","soep","plh0020",0.588818476339775,0.00120838965738124,0.409973134002844,"Job Creation Schemes"
"449","soep","plh0021",0.565939374633139,0.0968816892579002,0.337178936108961,"Financial Security When Sick"
"450","soep","plh0022",0.51345824704263,0.0476587645090549,0.438882988448315,"Help For The Sick"
"451","soep","plh0023",0.567994126899727,0.133663274797257,0.298342598303015,"Financial Security In Old-Age"
"452","soep","plh0024",0.524420856408281,0.0299276977410766,0.445651445850643,"Help For The Elderly"
"453","soep","plh0025",0.550694563559648,0.0533564798912692,0.395948956549083,"Financial Security When Requiring Care"
"454","soep","plh0026",0.53280162702635,0.0417914084550927,0.425406964518557,"Help For Those Requiring Care"
"455","soep","plh0030",0.510632734363072,0.096321428548122,0.393045837088806,"Worried About Childcare"
"456","soep","plh0031",0.582063667067967,0.0680709510391988,0.349865381892834,"Worried About Consequences Of Eu- Enlargement"
"457","soep","plh0032",0.378286089471767,0.0481440390504125,0.57356987147782,"Worried About Economic Development"
"458","soep","plh0033",0.496242167157907,0.0467831212304952,0.456974711611598,"Worried About Finances"
"459","soep","plh0034",0.531325978329716,0.0421678471065312,0.426506174563753,"Worried About Stability Of Financial Markets"
"460","soep","plh0035",0.548109109379845,0.0518065110914032,0.400084379528752,"Worried About Own Health"
"461","soep","plh0036",0.452812257972124,0.0537101993616256,0.49347754266625,"Worried About Environment"
"462","soep","plh0037",0.561678219843743,0.0550317855015026,0.383289994654754,"Worried About Consequences From Climate Change"
"463","soep","plh0038",0.421310491457027,0.0432741218707282,0.535415386672245,"Worried About Peace"
"464","soep","plh0039",0.575148960026213,0.052346346767015,0.372504693206772,"Worried About Global Terrorism"
"465","soep","plh0040",0.518184465575554,0.0420335736052657,0.43978196081918,"Worried About Crime In Germany"
"466","soep","plh0041",0.539926310920266,0.0607402119669618,0.399333477112772,"Worried About Introduction Of Euro"
"467","soep","plh0042",0.482431061801156,0.0545279691269355,0.463040969071908,"Worried About Job Security"
"468","soep","plh0054",0.520931377467169,0.0385454958735612,0.44052312665927,"Peace And Order"
"469","soep","plh0054_1",0.477465881387136,0.064981842510752,0.457552276102112,"Political Goals: Prority Peace And Order"
"470","soep","plh0056",0.484491832363059,0.0369593136830422,0.478548853953899,"Citizen Influence"
"471","soep","plh0056_1",0.45962148523224,0.0457428888012381,0.494635625966522,"Political Goals: Prority Citizen Influence"
"472","soep","plh0058",0.471576023308818,0.0239002808521347,0.504523695839047,"Fight Against Inflation"
"473","soep","plh0058_1",0.378423863775813,0.00387491284046476,0.617701223383723,"Political Goals: Prority Rising Prices"
"474","soep","plh0061",0.514302801487689,0.0444125625013303,0.441284636010981,"Freedom Of Speech"
"475","soep","plh0061_1",0.481004529194309,0.083769032184327,0.435226438621364,"Political Goals: Prority Freedom Of Speech"
"476","soep","plh0090",0.658770989353319,0.152508273245258,0.188720737401422,"Importance Of Circle Of Friends"
"477","soep","plh0091_v2",0.685092729043596,0.135056538276733,0.179850732679671,"Importance For Satisfaction: Work"
"478","soep","plh0092_v2",0.637266517825102,0.16769572590071,0.195037756274188,"Importance For Satisfaction: Family"
"479","soep","plh0093_v2",0.651389668324652,0.158339901059759,0.190270430615588,"Importance For Satisfaction: Friends"
"480","soep","plh0094_v2",0.637402800132946,0.172162979836409,0.190434220030645,"Importance For Satisfaction: Income"
"481","soep","plh0095_v2",0.585316690948341,0.18912666379847,0.225556645253189,"Importance For Satisfaction: Dwelling"
"482","soep","plh0096_v2",0.623927748984016,0.152292406566578,0.223779844449406,"Importance For Satisfaction: Political Influence"
"483","soep","plh0097_v2",0.737825652871288,0.122892604632915,0.139281742495798,"Importance For Satisfaction: Professional Success"
"484","soep","plh0098_v2",0.599642890738556,0.194952788005797,0.205404321255646,"Importance For Satisfaction: Leisure"
"485","soep","plh0099_v2",0.569875361354197,0.203237813991311,0.226886824654493,"Importance For Satisfaction: Health"
"486","soep","plh0100_v2",0.624583030898167,0.0753600070852574,0.300056962016576,"Importance For Satisfaction: Protection Of Environment"
"487","soep","plh0101",0.824776096684334,0.0842535377162196,0.0909703655994468,"Import.-Rlgion, Belief For Satisfaction"
"488","soep","plh0104",0.565999483741592,0.0519945051042317,0.382006011154176,"Importance: To Be Able To Afford Sth."
"489","soep","plh0105",0.539952897645197,0.0413985178902841,0.418648584464519,"Importance: To Help Others"
"490","soep","plh0106",0.591147740518316,0.0604121382464989,0.348440121235185,"Importance: To Fulfil Once Potential"
"491","soep","plh0107",0.616302446534828,0.0926789008757999,0.291018652589372,"Importance: To Have Success In The Job"
"492","soep","plh0108",0.706915144950213,0.0597445708627803,0.233340284187007,"Importance: To Have An Own House"
"493","soep","plh0109",0.612324580456091,0.0802847596261664,0.307390659917743,"Importance: To Have A Happy Marriage"
"494","soep","plh0110",0.701560496337109,0.0649159615240139,0.233523542138877,"Importance: To Have Children"
"495","soep","plh0111",0.624668884364789,0.0316463430635922,0.343684772571619,"Importance: To Be Socially And Politically Active"
"496","soep","plh0112",0.643947650062312,0.0650922278756074,0.29096012206208,"Importance: To Be Able To Travel And See The World"
"497","soep","plh0113",0.615144579901808,0.197120771194657,0.187734648903535,"Entitlement Received Are Deserved"
"498","soep","plh0114",0.525978601517404,0.192421310676898,0.281600087805698,"German Citizen Benefits Are Equitable"
"499","soep","plh0152_v1",0.604252445174364,0.0620470364564251,0.333700518369211,"Satisfaction With Democracy [1987-1989]"
"500","soep","plh0152_v2",0.70334760158263,0.0660602723799568,0.230592126037414,"Satisfaction With Democracy [2005,2010,2016]"
"501","soep","plh0188",0.456015715038206,0.0357839205199415,0.508200364441853,"Confident About Future"
"502","soep","plh0192",0.610659879714509,0.0153584771613365,0.373981643124155,"On The Whole Trust People"
"503","soep","plh0193",0.601173665044367,0.0321620713741071,0.366664263581526,"Nowadays Can't Trust Anyone"
"504","soep","plh0194",0.574201426275146,0.0722722878843777,0.353526285840476,"Caution Towards Foreigners"
"505","soep","plh0195",0.609858702564097,0.0537260348753832,0.33641526256052,"Most People Are Exploitive, Fair"
"506","soep","plh0196",0.565282985541829,0.0470915267030823,0.387625487755089,"Most People Are Helpful, Act In Own Interest"
"507","soep","plh0197",0.712566549692343,0.0449319278163715,0.242501522491285,"Willingness To Take Risks While Driving"
"508","soep","plh0198",0.660739946328674,0.0795124847822254,0.259747568889101,"Willingness To Take Risks In Financial Matters"
"509","soep","plh0199",0.704440540872929,0.0118949275129412,0.283664531614129,"Willingness To Take Risks In Leisure And Sports"
"510","soep","plh0200",0.667372873238306,0.0389014652634013,0.293725661498292,"Willingness To Take Risks In Occupation"
"511","soep","plh0201",0.635151621986705,0.140579155708089,0.224269222305206,"Willingness To Take Health Risks"
"512","soep","plh0202",0.640769278841099,0.172974163561092,0.18625655759781,"Willingness To Take Risks In Trusting Other People"
"513","soep","plh0204_h",0.579907893956634,0.0359771929702175,0.384114913073149,"Self-Evaluation: Risk"
"514","soep","plh0212",0.615461026725752,0.0757811233807906,0.308757849893457,"Thorough Worker"
"515","soep","plh0213",0.699221621891006,0.0769527034921111,0.223825674616883,"Am Communicative"
"516","soep","plh0214",0.634419562959984,0.088541853737789,0.277038583302227,"Am Sometimes Too Coarse With Others"
"517","soep","plh0215",0.637661653189722,0.0886489824362675,0.27368936437401,"Am Original"
"518","soep","plh0216",0.644207598353243,0.0507138828131947,0.305078518833562,"Worry A Lot"
"519","soep","plh0217",0.579591531731038,0.0751459096320293,0.345262558636933,"Able To Forgive"
"520","soep","plh0218",0.645974448753127,0.0595092818122444,0.294516269434629,"Tend To Be Lazy"
"521","soep","plh0219",0.67345149321641,0.0819760661110011,0.244572440672589,"Am Sociable"
"522","soep","plh0220",0.698939172282756,0.0665551964641505,0.234505631253094,"Value Artistic Experiences"
"523","soep","plh0221",0.639719522848574,0.0781880511658992,0.282092425985527,"Somewhat Nervous"
"524","soep","plh0222",0.575826247811697,0.0912169695345889,0.332956782653714,"Carry Out Tasks Efficiently"
"525","soep","plh0223",0.629709949465247,0.0819186009587769,0.288371449575976,"Reserved"
"526","soep","plh0224",0.580526262636381,0.0946279457011453,0.324845791662474,"Friendly With Others"
"527","soep","plh0225",0.653013784953485,0.0793245378291504,0.267661677217365,"Have Lively Imagination"
"528","soep","plh0226",0.627554833840423,0.0884734628285319,0.283971703331045,"Deal Well With Stress"
"529","soep","plh0244",0.582058301306126,0.00104525767507568,0.416896441018798,"Attitude Towards Future"
"530","soep","plh0253",0.699978743417036,0.0830657195580447,0.21695553702492,"Personal Patience"
"531","soep","plh0254",0.652929891547482,0.0706554958100314,0.276414612642487,"Personal Impulsivness"
"532","soep","plh0255",0.671335091201531,0.108549119868183,0.220115788930287,"Inquisitive"
"533","soep","plh0332",0.604090236052597,0.0412117302567511,0.354698033690652,"Concerns Child Health"
"534","soep","plh0335",0.646742163393774,0.0722287802436506,0.281029056362576,"Worried About Own Retirement Pension"
"535","soep","plh0336",0.507890283971287,0.101954778745121,0.390154937283592,"Worried About Cohesion In Society"
"536","soep","plj0040",0.604818518966452,0.0805279679617684,0.314653513071779,"Ties To Local Area"
"537","soep","plj0043",0.695738546610141,0.069691673990373,0.234569779399486,"Ties To Local Area"
"538","soep","plj0046",0.537787244505684,0.0503132073544472,0.411899548139869,"Worried About Immigration To Germany"
"539","soep","plj0047",0.44472306933983,0.0473420323912114,0.507934898268959,"Worried About Hostility To Foreigners"
"540","soep","plj0078",0.740770824426698,0.0227206252846641,0.236508550288638,"Feel German"
"541","soep","plj0081",0.586026882806482,0.0949643554371443,0.319008761756374,"Connected With Country Of Origin"
"542","soep","plj0082",0.411660998790973,0.0338619860081205,0.554477015200907,"Feeling Of Not Belonging"
"543","soep","plj0083",0.534767761608521,0.0645809276506026,0.400651310740876,"Feel At Home In Country Of Origin"
