surveys,variable,bvar_int_slp,wvar_int_slp,evar_int_slp,label
shp,pn58,0.642958797,0.157326408,0.199714796,Values: Avoiding A Fare On A Public Transport
shp,pn59,0.502635387,0.024593752,0.472770861,Values: Claiming State Benefits Not Entitled To
shp,pn60,0.668024323,0.083553901,0.248421777,Values: Keeping Found Money
shp,pn61,0.496056785,1.84E-05,0.5039248,Values: Failing To Report Damage To Parked Vehicle
shp,pp01,0.792297877,0.034740644,0.172961479,Interest In Politics
shp,pp02,0.593885467,0.051130687,0.354983845,Overall Satisfaction With Democracy
shp,pp03,0.555298854,0.049081094,0.395620052,Feeling About Political Influence
shp,pp04,0.634743908,0.056669908,0.308586184,Trust In Federal Government
shp,pp07,0.672157466,0.04284478,0.284997754,Future: Active In Boycott
shp,pp08,0.700765353,0.046206775,0.253027872,Future: Active In Strike
shp,pp09,0.723253662,0.042319156,0.234427182,Future: Active In Demonstration
shp,pp10,0.744691075,0.041625219,0.213683706,"Political Position: Left, Right"
shp,pp12,0.706841478,0.048785706,0.244372816,Opinion On Swiss Army: Direction
shp,pp13,0.547559008,0.05674355,0.395697442,Opinion On Social Expenses: Direction
shp,pp14,0.649060807,0.115466811,0.235472382,Opinion On Joining The Eu: Direction
shp,pp15,0.593157419,0.053235903,0.353606678,Opinion On Chances For Foreigners: Direction
shp,pp16,0.516770963,0.052960232,0.430268805,Opinion On Environmental Protection: Direction
shp,pp17,0.51196334,0.053949158,0.434087502,Opinion On Taxes On High Income: Direction
shp,pp18,0.621929132,0.062199999,0.315870869,Opinion On Nuclear Energy: Direction
shp,pp19_1,0.546935632,0.050722594,0.402341774,Party Support: Swiss Radical-Democratic Party
shp,pp19_3,0.660495684,0.054901238,0.284603077,Party Support: Pss Swiss Socialist Party
shp,pp19_4,0.666264671,0.055555786,0.278179544,Party Support: Udc Democratic Union Of The Centre
shp,pp20,0.533025615,0.049962003,0.417012382,Gender: Women In General Penalized
shp,pp21,0.513273467,0.063526283,0.42320025,Gender: Personnally Penalized
shp,pp22,0.617668263,0.043084657,0.33924708,Gender: In Favour Of Measures
shp,pp23,0.378408893,0.068951085,0.552640022,Gender: Personal Action
shp,pp45,0.645195715,0.040813326,0.31399096,General Trust In People
shp,pp50,0.606453337,0.095137852,0.298408811,Class Identification: Yes-No
shp,pp51,0.789985426,0.097869777,0.112144797,Class Identification (Spontanously): Which
shp,pp52,0.70331858,0.145225278,0.151456142,Class Identification (Non Spontaneously): Which
shp,pp53,0.680057275,0.00257089,0.317371834,Public Expenses: Protection Of The Environment
shp,pp54,0.653018156,0.110752253,0.236229591,Public Expenses: Health
shp,pp55,0.720225915,0.07161415,0.208159935,Public Expenses: Day Nursery
shp,pp56,0.638879059,0.005183846,0.355937095,Public Expenses: Police And Public Order
shp,pp57,0.586528409,0.084452521,0.32901907,Public Expenses: Research And Education
shp,pp58,0.736473403,0.047980918,0.215545679,Public Expenses: Military And Defense
shp,pp59,0.628761361,0.063451388,0.307787251,Public Expenses: Retirement
shp,pp60,0.720309606,0.065006875,0.21468352,Public Expenses: Culture And Art
shp,pp61,0.623119025,0.022307443,0.354573532,Public Expenses: Unemployment Benefit
shp,pp62,0.68743899,0.087603426,0.224957584,Public Expenses: Aid To Developing Countries
shp,pp63,0.667466885,0.003287495,0.32924562,Public Expenses: Social Aid
shp,pp64,0.624094347,0.063085124,0.312820529,Opinion On Joining The Eu: Joining Or Bilateral Agreements
shp,pp65,0.702437845,0.1532555,0.144306655,Opinion On Joining The Eu: Continuation Or Dissolution Of Bilateral Agreements
shp,pp66,0.721902342,0.14799564,0.130102018,Party Identification: Yes-No
shp,pp67_2,0.930136078,0.036690925,0.033172997,Party Identification: Swiss Christian-Democrat Party
shp,pp67_3,0.899568449,0.058664497,0.041767054,Party Identification: Pss Swiss Socialist Party
shp,pp67_4,0.928229428,0.041597533,0.030173039,Party Identification: Udc Democratic Union Of The Centre
shp,pp68,0.651127948,0.001105854,0.347766198,Party Identification: Proximity
shp,pp69,0.756404834,0.094103296,0.149491869,Sympathy Political Party: Liberal Party
shp,pp70,0.761088785,0.090771189,0.148140026,Sympathy Political Party: Christian Democrats
shp,pp71,0.83473375,0.077107907,0.088158343,Sympathy Political Party: Social Democrats
shp,pp72,0.846071838,0.081251832,0.07267633,Sympathy Political Party: Swiss People's Party
shp,pp73,0.799582505,0.083083341,0.117334154,Sympathy Political Party: Green Party
shp,pp74,0.642978758,0.050132588,0.306888654,Opinion On Federalism: Direction
shp,pp76,0.74975701,0.023200469,0.227042522,Protection Of Environment: Importance
shp,pp77,0.647874517,0.095733588,0.256391895,Protection Of Environment: Recycling
shp,pp78,0.687874884,0.186172598,0.125952517,Protection Of Environment: Bin Bag Fees
shp,pp79,0.759184081,0.068996962,0.171818957,Protection Of Environment: Organic And Ecological Products
shp,pp80,0.719879641,0.080483991,0.199636368,Protection Of Environment: Purchase Of Fruits And Vegetables
shp,pr16,0.886721259,0.030825885,0.082452855,Belief In God Or Something Divine
shp,pr20,0.809469337,0.097589361,0.092941302,Feeling Of Spirituality
shp,pr21,0.840938272,0.045683493,0.113378235,Feeling Of Religiosity
shp,pr23,0.785281346,0.096543772,0.118174883,Attitude Towards Christianism
shp,pr24,0.759731487,0.116995823,0.12327269,Attitude Towards Islam
shp,pr25,0.730521479,0.09379631,0.175682211,Attitude Towards Hinduism
shp,pr26,0.765762519,0.100621068,0.133616414,Attitude Towards Buddhism
shp,pr27,0.751296758,0.079123962,0.16957928,Attitude Towards Judaism
shp,pr28,0.72157733,0.075777434,0.202645235,Attitude Towards Atheism
soep,plb0104_h,0.548021381,0.163234073,0.288744546,Importance Of Employment
soep,plb0528_h,0.6377983,0.124994503,0.237207197,Priority In Career Choice: Income
soep,plb0530_h,0.622613158,0.037063297,0.340323545,Priority In Career Choice: Status
soep,plb0531_h,0.674203917,0.04476676,0.281029323,Priority In Career Choice: Social Contact
soep,plb0532_h,0.600288275,0.084757598,0.314954127,Priority In Career Choice: Compatibility Of Family And Work
soep,plc0115,0.582380425,0.063472717,0.354146858,Social Security Contributions
soep,pld0043,0.638574858,0.091884,0.269541142,Freq. Lend Friends Pers. Belongings
soep,pld0044,0.642653215,0.120867559,0.236479226,Freq. Lend Friends Money
soep,pld0045,0.621131842,0.058681826,0.320186332,Freq. Leave Door Unlocked
soep,plh0001,0.625251544,0.130221649,0.244526807,Democratic Ideal
soep,plh0004,0.688171366,0.077133623,0.234695011,Political Attitude
soep,plh0007,0.685209251,0.033983963,0.280806786,Interest In Politics
soep,plh0011_h,0.529981555,0.046257178,0.423761267,Party Preference: Yes
soep,plh0012_h1,0.81150204,0.0410957,0.147402259,Party Preference: Spd
soep,plh0012_h2,0.798919855,0.036090933,0.164989212,Party Preference: Cdu
soep,plh0012_h3,0.757727078,0.03223468,0.210038243,Party Preference: Csu
soep,plh0012_h4,0.655689676,0.061395175,0.282915149,Party Preference: Fdp
soep,plh0012_h5,0.755955653,0.04979536,0.194248987,Party Preference: The Greens
soep,plh0012_h6,0.775220237,0.051952441,0.172827322,Party Preference: The Left
soep,plh0013_h,0.489899879,0.04957354,0.460526581,Party Preference: Intensity
soep,plh0014,0.540262606,0.166327736,0.293409658,Government Interference
soep,plh0015,0.457966566,0.001272466,0.540760968,Extent And Type Of State Powers
soep,plh0016,0.564442078,0.017281867,0.418276055,Financial Security For Family
soep,plh0017,0.530150257,0.01522786,0.454621883,Care For Pre-School Children
soep,plh0018,0.494979869,0.003895433,0.501124698,Care For School Children
soep,plh0019,0.54912695,0.092041026,0.358832023,Financial Security When Unemployed
soep,plh0020,0.588818476,0.00120839,0.409973134,Job Creation Schemes
soep,plh0021,0.565939375,0.096881689,0.337178936,Financial Security When Sick
soep,plh0022,0.513458247,0.047658765,0.438882988,Help For The Sick
soep,plh0023,0.567994127,0.133663275,0.298342598,Financial Security In Old-Age
soep,plh0024,0.524420856,0.029927698,0.445651446,Help For The Elderly
soep,plh0025,0.550694564,0.05335648,0.395948957,Financial Security When Requiring Care
soep,plh0026,0.532801627,0.041791408,0.425406965,Help For Those Requiring Care
soep,plh0030,0.510632734,0.096321429,0.393045837,Worried About Childcare
soep,plh0031,0.582063667,0.068070951,0.349865382,Worried About Consequences Of Eu- Enlargement
soep,plh0032,0.378286089,0.048144039,0.573569871,Worried About Economic Development
soep,plh0033,0.496242167,0.046783121,0.456974712,Worried About Finances
soep,plh0034,0.531325978,0.042167847,0.426506175,Worried About Stability Of Financial Markets
soep,plh0035,0.548109109,0.051806511,0.40008438,Worried About Own Health
soep,plh0036,0.452812258,0.053710199,0.493477543,Worried About Environment
soep,plh0037,0.56167822,0.055031786,0.383289995,Worried About Consequences From Climate Change
soep,plh0038,0.421310491,0.043274122,0.535415387,Worried About Peace
soep,plh0039,0.57514896,0.052346347,0.372504693,Worried About Global Terrorism
soep,plh0040,0.518184466,0.042033574,0.439781961,Worried About Crime In Germany
soep,plh0041,0.539926311,0.060740212,0.399333477,Worried About Introduction Of Euro
soep,plh0042,0.482431062,0.054527969,0.463040969,Worried About Job Security
soep,plh0054,0.520931377,0.038545496,0.440523127,Peace And Order
soep,plh0054_1,0.477465881,0.064981843,0.457552276,Political Goals: Prority Peace And Order
soep,plh0056,0.484491832,0.036959314,0.478548854,Citizen Influence
soep,plh0056_1,0.459621485,0.045742889,0.494635626,Political Goals: Prority Citizen Influence
soep,plh0058,0.471576023,0.023900281,0.504523696,Fight Against Inflation
soep,plh0058_1,0.378423864,0.003874913,0.617701223,Political Goals: Prority Rising Prices
soep,plh0061,0.514302801,0.044412563,0.441284636,Freedom Of Speech
soep,plh0061_1,0.481004529,0.083769032,0.435226439,Political Goals: Prority Freedom Of Speech
soep,plh0090,0.658770989,0.152508273,0.188720737,Importance Of Circle Of Friends
soep,plh0091_v2,0.685092729,0.135056538,0.179850733,Importance For Satisfaction: Work
soep,plh0092_v2,0.637266518,0.167695726,0.195037756,Importance For Satisfaction: Family
soep,plh0093_v2,0.651389668,0.158339901,0.190270431,Importance For Satisfaction: Friends
soep,plh0094_v2,0.6374028,0.17216298,0.19043422,Importance For Satisfaction: Income
soep,plh0095_v2,0.585316691,0.189126664,0.225556645,Importance For Satisfaction: Dwelling
soep,plh0096_v2,0.623927749,0.152292407,0.223779844,Importance For Satisfaction: Political Influence
soep,plh0097_v2,0.737825653,0.122892605,0.139281742,Importance For Satisfaction: Professional Success
soep,plh0098_v2,0.599642891,0.194952788,0.205404321,Importance For Satisfaction: Leisure
soep,plh0099_v2,0.569875361,0.203237814,0.226886825,Importance For Satisfaction: Health
soep,plh0100_v2,0.624583031,0.075360007,0.300056962,Importance For Satisfaction: Protection Of Environment
soep,plh0101,0.824776097,0.084253538,0.090970366,"Import.-Rlgion, Belief For Satisfaction"
soep,plh0104,0.565999484,0.051994505,0.382006011,Importance: To Be Able To Afford Sth.
soep,plh0105,0.539952898,0.041398518,0.418648584,Importance: To Help Others
soep,plh0106,0.591147741,0.060412138,0.348440121,Importance: To Fulfil Once Potential
soep,plh0107,0.616302447,0.092678901,0.291018653,Importance: To Have Success In The Job
soep,plh0108,0.706915145,0.059744571,0.233340284,Importance: To Have An Own House
soep,plh0109,0.61232458,0.08028476,0.30739066,Importance: To Have A Happy Marriage
soep,plh0110,0.701560496,0.064915962,0.233523542,Importance: To Have Children
soep,plh0111,0.624668884,0.031646343,0.343684773,Importance: To Be Socially And Politically Active
soep,plh0112,0.64394765,0.065092228,0.290960122,Importance: To Be Able To Travel And See The World
soep,plh0113,0.61514458,0.197120771,0.187734649,Entitlement Received Are Deserved
soep,plh0114,0.525978602,0.192421311,0.281600088,German Citizen Benefits Are Equitable
soep,plh0152_v1,0.604252445,0.062047036,0.333700518,Satisfaction With Democracy [1987-1989]
soep,plh0152_v2,0.703347602,0.066060272,0.230592126,"Satisfaction With Democracy [2005,2010,2016]"
soep,plh0188,0.456015715,0.035783921,0.508200364,Confident About Future
soep,plh0192,0.61065988,0.015358477,0.373981643,On The Whole Trust People
soep,plh0193,0.601173665,0.032162071,0.366664264,Nowadays Can't Trust Anyone
soep,plh0194,0.574201426,0.072272288,0.353526286,Caution Towards Foreigners
soep,plh0195,0.609858703,0.053726035,0.336415263,"Most People Are Exploitive, Fair"
soep,plh0196,0.565282986,0.047091527,0.387625488,"Most People Are Helpful, Act In Own Interest"
soep,plh0197,0.71256655,0.044931928,0.242501522,Willingness To Take Risks While Driving
soep,plh0198,0.660739946,0.079512485,0.259747569,Willingness To Take Risks In Financial Matters
soep,plh0199,0.704440541,0.011894928,0.283664532,Willingness To Take Risks In Leisure And Sports
soep,plh0200,0.667372873,0.038901465,0.293725661,Willingness To Take Risks In Occupation
soep,plh0201,0.635151622,0.140579156,0.224269222,Willingness To Take Health Risks
soep,plh0202,0.640769279,0.172974164,0.186256558,Willingness To Take Risks In Trusting Other People
soep,plh0204_h,0.579907894,0.035977193,0.384114913,Self-Evaluation: Risk
soep,plh0212,0.615461027,0.075781123,0.30875785,Thorough Worker
soep,plh0213,0.699221622,0.076952703,0.223825675,Am Communicative
soep,plh0214,0.634419563,0.088541854,0.277038583,Am Sometimes Too Coarse With Others
soep,plh0215,0.637661653,0.088648982,0.273689364,Am Original
soep,plh0216,0.644207598,0.050713883,0.305078519,Worry A Lot
soep,plh0217,0.579591532,0.07514591,0.345262559,Able To Forgive
soep,plh0218,0.645974449,0.059509282,0.294516269,Tend To Be Lazy
soep,plh0219,0.673451493,0.081976066,0.244572441,Am Sociable
soep,plh0220,0.698939172,0.066555196,0.234505631,Value Artistic Experiences
soep,plh0221,0.639719523,0.078188051,0.282092426,Somewhat Nervous
soep,plh0222,0.575826248,0.09121697,0.332956783,Carry Out Tasks Efficiently
soep,plh0223,0.629709949,0.081918601,0.28837145,Reserved
soep,plh0224,0.580526263,0.094627946,0.324845792,Friendly With Others
soep,plh0225,0.653013785,0.079324538,0.267661677,Have Lively Imagination
soep,plh0226,0.627554834,0.088473463,0.283971703,Deal Well With Stress
soep,plh0244,0.582058301,0.001045258,0.416896441,Attitude Towards Future
soep,plh0253,0.699978743,0.08306572,0.216955537,Personal Patience
soep,plh0254,0.652929892,0.070655496,0.276414613,Personal Impulsivness
soep,plh0255,0.671335091,0.10854912,0.220115789,Inquisitive
soep,plh0332,0.604090236,0.04121173,0.354698034,Concerns Child Health
soep,plh0335,0.646742163,0.07222878,0.281029056,Worried About Own Retirement Pension
soep,plh0336,0.507890284,0.101954779,0.390154937,Worried About Cohesion In Society
soep,plj0040,0.604818519,0.080527968,0.314653513,Ties To Local Area
soep,plj0043,0.695738547,0.069691674,0.234569779,Ties To Local Area
soep,plj0046,0.537787245,0.050313207,0.411899548,Worried About Immigration To Germany
soep,plj0047,0.444723069,0.047342032,0.507934898,Worried About Hostility To Foreigners
soep,plj0078,0.740770824,0.022720625,0.23650855,Feel German
soep,plj0081,0.586026883,0.094964355,0.319008762,Connected With Country Of Origin
soep,plj0082,0.411660999,0.033861986,0.554477015,Feeling Of Not Belonging
soep,plj0083,0.534767762,0.064580928,0.400651311,Feel At Home In Country Of Origin
ukhls,ahvwell,0.616805045,0.048196067,0.334998888,Importance Of Doing Well In Quals
ukhls,apvocimp,0.610861056,0.135474376,0.253664568,Importance Of Apprenticeship/Vocational
ukhls,carbuy1,0.510063982,0.124730606,0.365205412,Comfort
ukhls,carbuy10,0.504632339,0.150991979,0.344375682,Safety
ukhls,carbuy11,0.591896475,0.14354847,0.264555055,Speed/Performance
ukhls,carbuy12,0.559597617,0.078027042,0.362375341,"Features - Sat-Nav, Cd Player, Music System, Power Steering Etc..."
ukhls,carbuy2,0.469809776,0.100621002,0.429569222,Costs - Purchase/Running/Resale Value/Tax/Insurance
ukhls,carbuy3,0.571034141,0.132482045,0.296483814,Small Engine
ukhls,carbuy4,0.546020465,0.149960334,0.304019201,Large Engine
ukhls,carbuy5,0.558528844,0.155142887,0.286328268,Environmentally Friendly/Low Co2 Emissions
ukhls,carbuy6,0.337971559,0.113352597,0.548675844,Electric Car/Van - One That's Plugged Directly Into An Electricity Supply
ukhls,carbuy7,0.588598666,0.116876656,0.294524678,Style/Design/Image Of Brand/Model
ukhls,carbuy8,0.522403048,0.153802556,0.323794396,Interior Space/Functionality/Boot Size
ukhls,carbuy9,0.437053828,0.089991837,0.472954334,Reliability
ukhls,civicduty,0.733749231,0.024664107,0.241586662,Sense Of Civic Duty
ukhls,colbens1,0.750600638,0.131021796,0.118377566,Party Sympathy: Conservative
ukhls,colbens2,0.74248188,0.127587053,0.129931067,Party Sympathy: Labour
ukhls,colbens3,0.679653404,0.142662631,0.177683965,Party Sympathy: Liberal Democrats
ukhls,demorient,0.62387994,0.172059483,0.204060577,Democratic Orientation
ukhls,eumem,0.850351532,0.118501109,0.031147359,Should Uk Remain A Member Of The Eu
ukhls,ocimpa,0.622670705,0.036081714,0.341247581,Occupation: Important: Job Security
ukhls,ocimpb,0.686119282,0.05656528,0.257315437,Occupation: Important: High Income
ukhls,ocimpe,0.614943759,0.004566513,0.380489729,Occupation: Important: Lot Leisure Time
ukhls,ocimpf,0.626684816,0.000126079,0.373189105,Occupation: Important: Interesting Job
ukhls,ocimpi,0.688483251,0.040904009,0.27061274,Occupation: Important: Contribute To Soc.
ukhls,ocimpk,0.624982948,0.031758096,0.343258956,Occupation: Important: Time For Family
ukhls,ocimpl,0.706026239,0.05974881,0.234224951,Occupation: Important: Job Help Others
ukhls,oprlg,0.811377416,0.100508483,0.088114101,Whether Belong To A Religion
ukhls,oprlg1_1,0.885741248,0.009673433,0.104585319,Religion: Church Of England/Anglican
ukhls,oprlg1_11,0.984935854,0.007209234,0.007854912,Religion: Muslim/Islam
ukhls,oprlg1_2,0.949779934,9.45E-09,0.050220057,Religion: Roman Catholic
ukhls,oprlg3,0.836599654,0.060693735,0.102706611,Religion Makes A Difference To Life
ukhls,scenv_ftst,0.612796773,0.166982846,0.220220381,How Feel About Current Lifestyle And The Environment
ukhls,scenv_grn,0.645251516,0.00160853,0.353139953,Being Green Is An Alternative Lifestyle
ukhls,scfannoy,0.595438109,0.096170567,0.308391324,Friends Get On My Nerves
ukhls,scfcritic,0.612564683,0.006394271,0.381041046,Friends Criticise Me
ukhls,scopecl200,0.52232869,0.031582626,0.446088685,Affected By Climate Change Next 200 Years
ukhls,scopecl30,0.577425863,0.021128776,0.401445361,Affected By Climate Change Next 30 Years
ukhls,scopfamb,0.718774545,0.050459899,0.230765556,Family Suffers If Mother Works Full-Time
ukhls,scopfamd,0.611545601,0.016796798,0.371657601,Husband And Wife Should Contribute To Hh Income
ukhls,scopfamf,0.713134767,0.019083266,0.267781967,"Husband Should Earn, Wife Should Stay At Home"
ukhls,scopngbha,0.637650698,0.145670033,0.21667927,Belong To Neighbourhood
ukhls,scopngbhb,0.647134597,0.127784323,0.22508108,Local Friends Mean A Lot
ukhls,scopngbhc,0.633849645,0.139197998,0.226952356,Advice Obtainable Locally
ukhls,scopngbhd,0.627178808,0.129855132,0.24296606,Can Borrow Things From Neighbours
ukhls,scopngbhe,0.56874676,0.070672604,0.360580635,Willing To Improve Neighbourhood
ukhls,scopngbhf,0.601720288,0.153449612,0.2448301,Plan To Stay In Neighbourhood
ukhls,scopngbhg,0.62510535,0.146921881,0.227972769,Am Similar To Others In Neighbourhood
ukhls,scopngbhh,0.654420114,0.139559194,0.206020692,Talk Regularly To Neighbours
ukhls,scpundstnd,0.654233108,0.063082209,0.282684683,Spouse/Partner Understands Way I Feel
ukhls,scrannoy,0.63294645,0.160623978,0.206429572,Family Gets On My Nerves
ukhls,scrcritic,0.626332003,0.035468519,0.338199478,Family Criticises Me
ukhls,scrletdwn,0.589128691,0.153925768,0.256945542,Family Lets Me Down
ukhls,scrrely,0.634286885,0.143835472,0.221877644,Can Rely On Family
ukhls,vote1,0.572920612,0.08371442,0.343364968,Supports A Particular Political Party
ukhls,vote2,0.50917582,0.09218464,0.39863954,Closer To One Political Party Than Others
ukhls,vote3_1,0.525385748,0.131245465,0.343368786,Party Support: Conservatives
ukhls,vote3_2,0.547368883,0.088187774,0.364443343,Party Support: Labour
ukhls,vote3_3,0.480398135,0.13364952,0.385952345,Party Support: Liberal Democrat
ukhls,vote4_1,0.880877338,0.046808029,0.072314633,Party Affinity: Conservatives
ukhls,vote4_2,0.861821435,0.052936919,0.085241647,Party Affinity: Labour
ukhls,vote4_3,0.726457998,0.097909969,0.175632033,Party Affinity: Liberal Democrat
ukhls,vote5,0.568748781,0.076840651,0.354410567,Strength Of Support For Stated Party
ukhls,vote6,0.729305586,0.042508161,0.228186254,Level Of Interest In Politics
ukhls,voteintent,0.758541639,0.044590426,0.196867935,Voting Intention
ukhls,votenorm,0.561294605,0.017087942,0.421617453,Voting As A Social Norm
